slot,proposerIndex,graffiti
398591,33260,
398592,20147,
398593,24696,teku/v20.12.1
398594,15481,
398595,19784,bitcoinsuisse.com
398596,65686,
398597,51744,
398598,32878,
398599,39244,
398600,23934,
398601,37667,
398602,54768,
398603,12384,
398604,22290,
398605,34213,
398606,19970,
398607,40432,
398608,40424,
398609,41151,huobipool
398610,36690,teku/v20.12.1
398611,67362,
398612,42228,huobipool
398613,44690,🐠Welcome to the New Beginning
398614,65003,teku/v20.12.1
398615,66040,🐠Welcome to the New Beginning
398616,70524,
398617,51763,
398618,10026,Lighthouse/v1.0.5-9ed65a6
398619,64771,
398620,23701,
398621,64498,
398622,40013,
398623,4365,
398624,28399,Eth2
398625,44811,
398626,51966,
398627,53428,
398628,16653,
398629,62554,Javier propuso esto
398630,64990,teku/v20.12.1
398631,56578,teku/v20.12.1
398632,59952,validating_from_DAppNode
398633,36461,
398634,45173,
398635,8511,
398636,26378,We are all Satoshi
398637,11728,Powered by Stkr
398638,38202,
398639,3121,
398640,6461,teku/v21.1.0
398641,33405,
398642,64114,teku/v20.12.1
398643,49155,
398644,22917,poap2MwY980gxf0hlWzUwVRJm4+5I/wB
398645,9126,poap1v4UkSfkQY31l655V43IdoaBA3QB
398646,45783,
398647,39801,
398648,47282,
398649,5036,bitcoinsuisse.com
398650,19920,Lighthouse/v1.0.6-f183af2
398651,35165,
398652,42101,huobipool
398653,25489,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
398654,56463,
398655,25815,Nimbus/v1.0.0-74da618-stateofus
398656,12623,NodeFactory
398657,1638,piedao.org - own a slice of DeFi
398658,4113,Powered by Stkr
398659,41412,huobipool
398660,53326,
398661,60863,
398662,67236,
398663,11205,Lighthouse/v1.0.5-9ed65a6
398664,27417,poapvLfho67tt5G/gm8bJ29ADieGynYA
398665,32111,“Terminus or Dune”
398666,1461,
398667,63004,huobipool
398668,2770,
398669,65782,
398670,7986,
398671,65750,
398672,14260,
398673,11806,time to deliver pizza ball
398674,15574,graffitiwall:655:120:#000000
398675,56640,teku/v20.12.1
398677,18413,🍦 C.R.E.A.M. @ TW 🇹🇼
398678,57583,teku/v20.12.1
398679,69679,xbkeldoncoilbx
398680,2663,poapAMcQ4N43DTIpbsW8a4SlJzaAbZwA
398681,28766,Lighthouse/v1.0.5-9ed65a6
398682,16851,
398683,50853,🐠Welcome to the New Beginning
398684,6336,teku/v21.1.0
398685,22853,bitcoinsuisse.com
398686,35956,
398687,15278,
398688,23406,
398689,56228,
398690,26404,We are all Satoshi
398691,62941,
398692,1922,ric
398693,27196,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
398694,53962,
398695,27033,
398696,9954,Lighthouse/v1.0.5-9ed65a6
398697,52385,
398698,57304,
398699,20636,
398700,1505,poapGQMcAtsJS2S3aIqI390ITvXD+/8A
398701,24695,
398702,9674,We are going to the moon
398703,52622,
398704,55362,
398705,4808,prylabs-validator-baseline-0
398706,47374,
398707,44492,
398708,60034,Powered by Stkr
398709,46792,
398710,55698,
398711,38798,
398712,8525,Lighthouse/v1.1.0-e4b6213
398713,4137,bitcoinsuisse.com
398714,46624,validating_from_0x1a4f7d58_DAppN
398715,25620,🐠Welcome to the New Beginning
398716,39714,teku/v21.1.0
398717,3278,poapW5doDhZbTb9cRfT/QkHoX0GMZsIA
398718,21549,
398719,46765,
398720,32683,
398721,52594,Lighthouse/v1.0.6-f183af2
398722,34197,
398723,21192,🐠Welcome to the New Beginning
398724,67436,
398725,7998,
398726,66956,bitcoinsuisse.com
398727,58385,Powered by Stkr
398728,63134,Dappnode Rocks
398729,4666,poapONjEcDvFvyTUk/zcTlKxLscbZV8A
398730,37153,bitcoinsuisse.com
398731,57299,teku/v20.12.1
398732,8965,
398733,11937,YouAndMeAgainstTheWorld
398734,68761,
398735,34005,
398736,39123,Powered by ⚡️Allnodes
398737,15821,poapn9D/6YR8wNFuSl8Wc18/tPgGwggB
398738,28481,why hodl when you can stake? -P
398739,56635,teku/v20.12.1
398740,52283,
398741,5009,bitcoinsuisse.com
398742,65607,teku/v20.12.1
398743,60322,
398744,41574,huobipool
398745,9048,poaptJbcd/oIHjVk0e975baiSYDVYqQB
398746,42204,huobipool
398747,43659,validating_from_DAppNode
398748,67056,
398749,58383,
398750,53893,
398751,42490,
398752,42768,
398753,42532,
398754,5158,
398755,39553,
398756,57365,teku/v20.12.1
398757,64574,
398758,20820,🐠Welcome to the New Beginning
398759,43162,
398760,12608,Lighthouse/v1.1.0-e4b6213
398761,57017,teku/v20.12.1
398762,28778,Teku tasd1der ribeye
398763,56983,teku/v20.12.1
398764,24533,🐠Welcome to the New Beginning
398765,54287,
398766,52319,
398767,39293,
398768,65731,Lighthouse/v1.0.3-65dcdc36
398769,39671,
398770,35649,poapP4whE9eTW6tYH+AJDrMeOfW2C+oA
398771,8310,
398772,24288,
398773,45744,
398774,52835,MaDiSoN WuZ Heer
398775,59527,
398776,66691,
398777,28643,why hodl when you can stake? -P
398778,70218,
398779,69312,🐠Welcome to the New Beginning
398780,19924,* Ruxandra * Silviu * Diana *
398781,14000,
398782,12091,Code must match intent. ©
398783,13515,graffitiwall:61:936:#EA9975
398784,28504,why hodl when you can stake? -P
398785,17284,teku/v20.12.1
398786,58757,
398787,40893,
398788,54187,
398789,41144,huobipool
398790,14208,
398791,53056,
398792,61227,
398793,17377,teku/v20.12.1
398794,66528,bitcoinsuisse.com
398795,31905,
398796,60541,
398797,63063,huobipool
398798,7725,Lighthouse/v1.1.0-e4b6213
398799,44603,TokenPocket
398800,2694,poapAMcQ4N43DTIpbsW8a4SlJzaAbZwC
398801,49811,
398802,19832,
398803,45912,HeyHiHay
398804,53396,
398805,38180,
398806,42714,
398807,30732,
398808,24343,
398809,342,
398810,70073,Lighthouse/v1.0.5-9ed65a6
398811,38502,🍦 C.R.E.A.M. @ TW 🇹🇼
398812,61187,
398813,43778,<yourgraffiti>
398814,60585,huobipool
398815,11922,YouAndMeAgainstTheWorld
398816,18515,🍦 C.R.E.A.M. @ TW 🇹🇼
398817,70072,Lighthouse/v1.0.5-9ed65a6
398818,13678,HEY_HEY_HEEEEEY...HEY_HEY_HEEEEE
398819,68441,
398820,13742,
398821,59684,Powered by Stkr
398822,52714,
398823,40183,
398824,51015,🐠Welcome to the New Beginning
398825,46595,validating_from_0x1a4f7d58_DAppN
398826,64768,Staubsaugernasenmann
398827,36305,graffiti
398828,52090,Lighthouse/v1.0.6-f183af2
398829,13380,poappc8nCtb/MjrNbX45qOzVkXRyV2cA
398830,33557,🐠Welcome to the New Beginning
398831,139,poapBsqUw270IQViHZsyKdtLFBjfytwB
398832,35423,
398833,36029,🍦 C.R.E.A.M. @ TW 🇹🇼
398834,37746,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
398835,63747,teku/v20.12.1
398836,39303,
398837,9906,bitcoinsuisse.com
398838,38186,
398839,50754,🐠Welcome to the New Beginning
398840,41505,huobipool
398841,33852,
398842,65980,
398843,30981,<GRAFFITI>
398844,3490,bitcoinsuisse.com
398845,26041,
398846,69313,🐠Welcome to the New Beginning
398847,29091,
398848,26390,We are all Satoshi
398849,42265,huobipool
398850,63272,Certus One for Lido
398851,33341,
398852,64623,
398853,31804,
398854,42018,huobipool
398855,33391,
398856,5692,bitcoinsuisse.com
398857,37925,huobipool
398858,22689,
398859,63741,teku/v20.12.1
398860,45459,
398861,29677,🐠Welcome to the New Beginning
398862,28906,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
398863,22794,poapB/ILEmUFn+s51gXoR2qlFZVIPsYA
398864,59851,Powered by Stkr
398865,54083,
398866,32767,
398867,47331,
398868,17231,
398869,23256,
398870,53435,
398871,64352,Lighthouse/v1.0.6-f183af2
398872,50124,
398873,31356,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
398874,19656,poapETy8ebIod6d3BeUOlIJjdhcbQz0A
398875,54468,Validated by Alkimie
398876,4423,
398877,21110,🐠Welcome to the New Beginning
398878,17516,teku/v20.12.1
398879,24513,🐠Welcome to the New Beginning
398880,49811,
398881,50000,
398882,42399,
398883,41904,huobipool
398884,43984,
398885,65372,teku/v20.12.1
398886,43403,
398887,5356,bitcoinsuisse.com
398888,64752,
398889,35739,
398890,44120,
398891,694,piedao.org - own a slice of DeFi
398892,39183,
398894,35601,Nice one!
398895,70644,
398896,11691,poapLEOlNE+7pIUbkiWr5wubrlClAQAB
398897,5226,
398898,20436,🐠Welcome to the New Beginning
398899,58901,huobipool
398900,13881,
398901,8038,
398902,8969,default
398903,47639,
398904,8692,
398905,64046,teku/v20.12.1
398906,64352,Lighthouse/v1.0.6-f183af2
398907,10192,WelcomeEth2DotO
398908,64550,
398909,56181,
398910,12305,
398911,63679,teku/v20.12.1
398912,70030,
398913,54591,
398914,66710,
398915,26736,TokenPocket
398916,60039,Powered by Stkr
398917,9158,Lighthouse/v1.1.0-e4b6213
398918,56625,teku/v20.12.1
398919,42762,
398920,60412,
398921,68731,
398922,32742,
398923,29570,🐠Welcome to the New Beginning
398924,40690,
398925,57383,teku/v20.12.1
398926,41464,huobipool
398927,44686,🐠Welcome to the New Beginning
398928,19683,
398929,33805,
398930,21145,🐠Welcome to the New Beginning
398931,52916,
398932,11078,bitcoinsuisse.com
398933,52837,
398934,18921,
398935,24194,
398936,50048,
398937,18838,you are now breathing manually
398938,26515,
398939,64618,
398940,24634,teku/v20.12.1
398941,35425,
398942,35313,
398943,15805,poapn9D/6YR8wNFuSl8Wc18/tPgGwggB
398944,18194,jubi is awesome!
398945,59385,
398946,29539,🐠Welcome to the New Beginning
398947,11008,Lighthouse/v1.0.5-9ed65a6
398948,67244,poapbTOoHi9gQuMqp/NUskdS/qi+JEMA
398949,61012,
398950,38689,
398951,4807,prylabs-validator-baseline-0
398952,18457,🍦 C.R.E.A.M. @ TW 🇹🇼
398953,35089,
398954,47249,
398955,4931,bitcoinsuisse.com
398956,47082,Powered by ⚡️Allnodes
398957,65682,
398958,44372,
398959,12783,validating_from_DAppNode
398960,62105,
398961,621,
398962,31521,validating_from_DAppNode
398963,36447,
398964,33190,
398965,9675,bitcoinsuisse.com
398966,36471,
398967,24636,🍦 C.R.E.A.M. @ TW 🇹🇼
398968,39339,
398969,34277,
398970,6903,teku/v21.1.0
398971,8962,
398972,61371,
398973,7411,Powered by Stkr
398974,13207,阿甫 🇹🇼  Taiwan
398975,25184,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
398976,7784,bluegiraffe
398977,43882,
398978,67321,
398979,23286,
398980,65845,
398981,45547,scruffelz
398982,58282,
398983,54418,
398984,27114,
398985,50890,🐠Welcome to the New Beginning
398986,55950,
398987,67618,
398988,10644,Lighthouse/v1.0.5-9ed65a6
398989,55608,
398990,21066,xD
398991,50209,
398992,26568,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
398993,49085,
398994,46390,validating_from_Cryptoking
398995,64211,teku/v20.12.1
398996,30599,
398997,45189,
398998,36131,
398999,23819,
399000,59044,Powered by Stkr
399001,42157,huobipool
399002,13049,
399003,20306,🐠Welcome to the New Beginning
399004,58245,
399005,67744,
399006,29019,
399007,16317,🍦 C.R.E.A.M. @ TW 🇹🇼
399008,54546,
399009,10037,bitcoinsuisse.com
399010,65884,
399011,53515,
399012,51781,
399013,33211,
399014,33137,
399015,3147,Lighthouse/v1.0.5-9ed65a6
399016,7837,bluegiraffe
399017,64119,teku/v20.12.1
399018,39414,
399019,50612,🐠Welcome to the New Beginning
399020,44313,
399021,19197,
399022,61696,
399023,40554,poapNVb7X5I3JqudUhG7/JvLsmx7cN0A
399024,12831,
399025,20293,
399026,48828,🐠Welcome to the New Beginning
399027,19597,poapETy8ebIod6d3BeUOlIJjdhcbQz0A
399028,16923,
399029,17768,
399030,18650,🍦 C.R.E.A.M. @ TW 🇹🇼
399031,34873,
399032,61769,
399033,8390,
399034,40108,Mr R was here
399035,15904,
399036,43659,validating_from_DAppNode
399037,41882,huobipool
399038,51033,🐠Welcome to the New Beginning
399039,54748,Powered by Alkimie
399040,49746,
399041,52431,
399042,3701,bitcoinsuisse.com
399043,46647,
399044,66240,Powered by ⚡️Allnodes
399045,26008,
399046,61957,🐠Welcome to the New Beginning
399047,35744,
399048,36203,
399049,61285,
399050,11662,pseudonymous coward
399051,60630,
399052,12187,
399053,54488,Powered by Alkimie
399054,1785,poapF1XO5bf2mmXAvbUos+SF8prM5BsB
399055,32554,
399056,37384,huobipool
399057,49238,
399058,14936,🐠Welcome to the New Beginning
399059,23489,
399060,58486,teku/v20.12.1
399061,42363,poap0yKJc0xP445hqHYOwCl6R11+SmoB
399062,39976,
399063,12532,
399064,20418,🐠Welcome to the New Beginning
399065,14104,DiversityRules
399066,4623,poapF398tdu2v+1DXXCyYOA1x+TWovUA
399067,31433,
399068,18687,🍦 C.R.E.A.M. @ TW 🇹🇼
399069,70613,
399070,4418,
399071,32668,
399072,42455,
399073,20383,🐠Welcome to the New Beginning
399074,18896,
399075,13209,Lighthouse/v1.1.0-e4b6213
399076,4816,prylabs-validator-canary-0
399077,23033,
399078,65472,teku/v20.12.1
399079,42910,🐠Welcome to the New Beginning
399080,29796,🐠Welcome to the New Beginning
399081,6303,teku/v21.1.0
399082,63800,teku/v20.12.1
399083,3052,poapdV74A9Trj+8uTayZgXIxP9pVWtwA
399084,12459,
399085,49251,
399086,32146,
399087,65824,
399088,27548,
399089,51507,
399090,22875,Liberate Hong Kong
399091,35089,
399092,26493,
399093,21385,🐠Welcome to the New Beginning
399094,7655,poap3wjI0FExiCSNGBNUq+xiiNi4II0B
399095,68024,
399096,57911,
399097,29644,🐠Welcome to the New Beginning
399098,24739,
399099,19801,bitcoinsuisse.com
399100,45111,
399101,32077,
399102,1437,Lighthouse/v1.0.6-f183af2
399103,45145,
399104,39050,
399105,56628,teku/v20.12.1
399106,38827,
399107,59259,Powered by Stkr
399108,40408,
399109,22238,
399110,16514,hunchy and wolfie
399111,57137,teku/v20.12.1
399112,16249,🐠Welcome to the New Beginning
399113,14812,poapqfbCrUunYKiDj5Api3DTKHJ6X8wB
399114,48447,teku/v21.1.0
399115,5081,Lighthouse/v1.1.0-e4b6213
399116,9315,piedao.org - own a slice of DeFi
399117,26656,
399118,15515,
399119,55628,
399120,9399,piedao.org - own a slice of DeFi
399121,2046,poapkMskj2ITI/tZRM3OTq1+OXba1x8B
399122,31311,
399123,12540,
399124,9395,piedao.org - own a slice of DeFi
399125,20213,poapGFgTQuZ0sydG8u/CwLkh2gdbdKkA
399126,57638,teku/v20.12.1
399127,37625,
399128,30861,Lighthouse/v1.0.6-f183af2
399129,63500,
399130,59492,huobipool
399131,16685,
399132,69559,
399133,15282,
399134,2189,poapVSIwrCTR/BITufcFkD4wbyKlf8AA
399135,26037,
399136,19697,
399137,48745,🐠Welcome to the New Beginning
399138,18027,
399139,36606,
399140,5332,bitcoinsuisse.com
399141,20131,Powered by ⚡️Allnodes
399142,10058,
399143,45410,
399144,67272,
399145,29446,SpangBit
399146,12153,
399147,49870,
399148,47331,
399149,66769,
399150,25025,<AlisonandBaz>
399151,63008,huobipool
399152,3325,graffitiwall:483:460:#1D3D69
399153,15222,
399154,63712,teku/v20.12.1
399155,34526,
399156,7467,
399157,54701,
399158,52791,Lighthouse/v1.0.5-9ed65a6
399159,30740,
399160,51585,
399161,11324,🐠Welcome to the New Beginning
399162,32753,
399163,38435,
399164,68438,
399165,70472,
399166,18904,
399167,12867,validating_from_DAppNode
399168,42004,huobipool
399169,21699,
399170,24972,
399171,64710,
399172,52270,
399173,39241,
399174,44733,
399175,4425,
399176,5260,Lighthouse/v1.0.6-f183af2
399177,6389,teku/v21.1.0
399178,23332,
399179,29214,🍦 C.R.E.A.M. @ TW 🇹🇼
399180,31934,poap7UEQ2EQGTOwGCsSakN9U8tGxK8EB
399181,65333,teku/v20.12.1
399182,63242,Certus One for Lido
399184,19953,
399185,64802,
399186,40160,graffiti
399187,40609,I love Wang Letian 20161227
399188,6835,teku/v21.1.0
399189,4038,bitcoinsuisse.com
399190,57269,
399191,25510,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
399192,33096,
399193,2363,(o0o Dinochrome Brigade o0o)
399194,61599,
399195,14902,🐠Welcome to the New Beginning
399196,7240,teku/v21.1.0
399197,8320,
399198,57140,teku/v20.12.1
399199,28027,bitcoinsuisse.com
399200,9154,Illuminati
399201,39638,
399202,9666,bitcoinsuisse.com
399203,35118,
399204,54085,
399205,65143,teku/v20.12.1
399206,30616,Christ is Life
399207,66152,Redot.com
399208,60297,
399209,46831,Powered by Stkr
399210,36122,Powered by ⚡️Allnodes
399211,63406,
399212,9261,bitcoinsuisse.com
399213,8551,CRxxxForever
399214,31772,
399215,46853,
399216,61601,
399217,14295,
399218,5975,Nimbus/v1.0.3-91741326-stateofus
399219,21246,🐠Welcome to the New Beginning
399220,3045,poapdV74A9Trj+8uTayZgXIxP9pVWtwA
399221,4193,piedao.org - own a slice of DeFi
399222,709,Gimme the loot
399223,57657,teku/v20.12.1
399224,3885,bitcoinsuisse.com
399225,54531,
399226,32351,
399227,47372,
399228,43774,<yourgraffiti>
399229,70015,
399230,29802,🐠Welcome to the New Beginning
399231,7914,Black Wall Street
399232,41988,huobipool
399233,50638,🐠Welcome to the New Beginning
399234,44888,
399235,6328,teku/v21.1.0
399236,65680,
399237,60107,Powered by ⚡️Allnodes
399238,29420,SpangBit
399239,15939,
399240,22995,bitcoinsuisse.com
399241,26242,
399242,63469,
399243,35715,
399244,42399,
399245,70633,
399246,10404,bitcoinsuisse.com
399247,69217,🐠Welcome to the New Beginning
399248,70630,
399249,41014,
399250,63002,
399251,7621,
399252,45361,
399253,21714,<3 ga/la
399254,15699,
399255,69588,
399256,411,
399257,17715,
399258,51354,
399259,42201,huobipool
399260,43163,Powered by ⚡️Allnodes
399261,5662,bitcoinsuisse.com
399262,41133,huobipool
399263,50384,🐠Welcome to the New Beginning
399264,46917,
399265,24337,
399266,60555,
399267,38067,
399268,69533,
399269,24955,
399270,29608,🐠Welcome to the New Beginning
399271,65182,teku/v20.12.1
399272,27336,<gaeshva!!!>
399273,22190,
399274,69899,
399275,9693,poap+oPAds1LWpBTv9J4mOO/xF8GzVkB
399276,39318,
399277,7686,I,being poor have only my dreams
399278,34065,
399279,5586,bitcoinsuisse.com
399280,60000,🐠Welcome to the New Beginning
399281,51696,
399282,407,
399283,44619,<yourgraffiti>
399284,43318,
399285,57658,teku/v20.12.1
399286,65798,
399287,10346,poapVSIwrCTR/BITufcFkD4wbyKlf8AA
399288,48545,
399289,4958,bitcoinsuisse.com
399290,53704,
399291,1086,piedao.org - own a slice of DeFi
399292,52366,
399293,54639,
399294,42397,poapfa5Y6vuCac5jEX3+b+kahGNIpM0B
399295,59381,
399296,18996,
399297,22147,teku/v20.12.1
399298,35311,
399299,5368,
399300,31093,Time is an illusion
399301,30670,www.lordofthechords.com
399302,14195,
399303,28075,
399304,50075,
399305,42433,The Blinder Leading the Blind
399306,41452,huobipool
399307,56028,
399308,61133,
399309,4323,
399310,38334,
399311,8470,divdev
399312,52090,Lighthouse/v1.0.6-f183af2
399313,27775,
399314,52598,Lighthouse/v1.0.6-f183af2
399315,2659,poapAMcQ4N43DTIpbsW8a4SlJzaAbZwA
399316,37553,huobipool
399317,8099,
399318,17463,teku/v20.12.1
399319,55228,
399320,41645,huobipool
399321,62082,
399322,21630,
399323,47876,
399324,45336,Lighthouse/v1.1.0-e4b6213
399325,65758,
399326,1727,
399327,26371,We are all Satoshi
399328,37412,huobipool
399329,39908,Pt0x
399330,45505,Powered by ⚡️Allnodes
399331,41514,huobipool
399332,4854,Lighthouse/v1.0.6-f183af2
399333,38410,
399334,66342,bitcoinsuisse.com
399335,63734,teku/v20.12.1
399336,70207,
399337,57610,teku/v20.12.1
399338,39229,YouAreAwesome
399339,14676,🐠Welcome to the New Beginning
399340,64230,teku/v20.12.1
399341,51287,eth2-docker
399342,10838,bitcoinsuisse.com
399343,59076,huobipool
399344,49954,
399345,35169,
399346,28910,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
399347,46076,unvetica
399348,36170,🍦 C.R.E.A.M. @ TW 🇹🇼
399349,40303,graffiti
399350,65820,
399351,47614,
399352,61746,
399353,11439,Lighthouse/v1.0.5-9ed65a6
399354,48383,bitcoinsuisse.com
399355,44246,poapa+EF9agb9HYMR5eYiFEc4ObuTMgB
399356,52487,
399357,36628,
399358,45948,
399359,55998,
399360,2650,poapAMcQ4N43DTIpbsW8a4SlJzaAbZwA
399361,34175,Powered by ⚡️Allnodes
399362,49748,
399363,31230,all your base are belong to us
399364,61170,
399365,34210,
399366,24713,AVADO
399367,65381,teku/v20.12.1
399368,3959,Hello Eth2! From Krill
399369,54067,
399370,20531,🐠Welcome to the New Beginning
399371,67383,
399372,17726,
399373,54379,
399374,43739,<yourgraffiti>
399375,24969,poappbBrioKdRFIMhLC1X3yBpXOmus8B
399376,12045,
399377,56252,
399378,64341,🐠Welcome to the New Beginning
399379,67020,Redot.com
399380,13925,
399381,57898,
399382,23423,
399383,52812,
399384,65368,teku/v20.12.1
399385,13098,DBDI
399386,67530,
399387,40781,
399388,11071,bitcoinsuisse.com
399389,10254,bitcoinsuisse.com
399390,34970,
399391,32434,
399392,44209,
399393,12171,
399394,53081,
399395,61735,
399396,28373,🐠Welcome to the New Beginning
399397,29808,🐠Welcome to the New Beginning
399398,40851,Dappnode Rocks
399399,62778,
399400,69146,🐠Welcome to the New Beginning
399401,47431,jimwashere
399402,51173,🐠Welcome to the New Beginning
399403,13405,graffitiwall:20:981:#DFE6B9
399404,50921,🐠Welcome to the New Beginning
399405,50630,🐠Welcome to the New Beginning
399406,14048,
399407,17969,
399408,51922,
399409,24036,
399410,48392,
399411,2053,Lighthouse/v1.1.0-e4b6213
399412,41076,
399413,44565,TokenPocket
399414,33680,Powered by ⚡️Allnodes
399415,30849,
399416,27654,
399417,47368,
399418,41647,huobipool
399419,14755,🐠Welcome to the New Beginning
399420,44361,
399421,15773,
399422,20710,🐠Welcome to the New Beginning
399423,47103,
399424,4330,
399425,57247,teku/v20.12.1
399426,30044,validating_from_DAppNode
399427,52445,
399428,30482,
399429,70432,
399430,56681,teku/v20.12.1
399431,27945,
399432,28243,Those nice lesbians next door <3
399433,20105,Lighthouse/v1.0.6-f183af2
399434,1345,Lighthouse/v1.1.0-e4b6213
399435,29607,🐠Welcome to the New Beginning
399436,46147,
399437,70613,
399438,58274,
399439,37508,huobipool
399440,10832,bitcoinsuisse.com
399441,55902,
399442,28677,why hodl when you can stake? -P
399443,3310,
399444,4239,Powered by Stkr
399445,39834,
399446,140,poapBsqUw270IQViHZsyKdtLFBjfytwB
399447,64290,teku/v20.12.1
399448,43549,
399449,68639,Powered by ⚡️Allnodes
399450,745,
399451,34733,
399452,32890,
399453,21880,
399454,17407,
399455,6971,teku/v21.1.0
399456,54930,
399457,7981,
399458,35057,
399459,53826,
399460,26166,WhatUPbDMuchLove
399461,56477,
399462,9252,bitcoinsuisse.com
399463,11615,pseudonymous coward
399464,27575,eth2-docker
399465,7352,poapQF2IWVn4LDIFa4gwWKVWVB+VrpwA
399466,52406,
399467,67553,
399468,36326,graffiti
399469,51150,🐠Welcome to the New Beginning
399470,21506,Lighthouse/v1.0.6-f183af2
399471,34591,
399472,45371,
399473,51478,
399474,32751,
399475,18587,🍦 C.R.E.A.M. @ TW 🇹🇼
399476,69631,
399477,65408,teku/v20.12.1
399478,28277,
399479,27415,
399480,70553,
399481,6344,teku/v21.1.0
399482,41640,huobipool
399483,55892,
399484,57309,
399485,35577,
399486,50963,🐠Welcome to the New Beginning
399487,30339,
399488,1598,piedao.org - own a slice of DeFi
399489,63924,teku/v20.12.1
399490,929,
399491,40597,
399492,55740,poapBQZ3DgERmZ2mkUjK5KQ92b1b2FAB
399493,44094,
399494,36078,P2P Electronic Cash
399495,37137,bitcoinsuisse.com
399496,8183,
399497,12952,poap6QML/CeTv9YjN4GzIeHP9Sd5XcYC
399498,49350,
399499,55593,
399500,14962,🐠Welcome to the New Beginning
399501,8465,CRxxxForever
399502,49183,
399503,24987,
399504,67975,
399505,50004,
399506,23022,
399507,45322,
399508,43250,
399509,32316,
399510,44279,
399511,23024,
399512,33825,
399513,46049,eth2stake.com
399514,9699,bitcoinsuisse.com
399515,43636,validating_from_DAppNode
399516,35163,
399517,7976,
399518,54246,
399519,43546,
399520,57368,teku/v20.12.1
399521,55531,
399522,37524,huobipool
399523,31608,
399524,41585,huobipool
399525,55368,
399526,24943,
399527,42712,
399528,24338,
399529,9108,h4x0r was here
399530,19281,Lighthouse/v1.1.0-e4b6213
399531,44755,
399532,54707,Alkimie
399533,69014,
399534,7326,teku/v21.1.0
399535,26741,poapiByH28NMeozolFq/JiDygi1U+BsB
399536,4536,Lighthouse/v1.1.0-e4b6213
399537,32712,
399538,19680,
399539,380,
399540,64233,teku/v20.12.1
399541,68270,
399542,45396,
399543,46558,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
399544,44972,🐠Welcome to the New Beginning
399545,22185,
399546,45256,bloxstaking.com
399547,54744,Powered by Alkimie
399548,45889,
399549,26709,kotbykot
399550,55122,
399551,50267,
399552,56462,
399553,2095,poap+e+G9wcw50LXNY2qTY0di2SGr2cA
399554,22139,
399555,42536,
399556,61983,🐠Welcome to the New Beginning
399557,29680,🐠Welcome to the New Beginning
399558,35181,
399559,9581,
399560,22915,
399561,48570,
399562,31109,Time is an illusion
399563,27185,
399564,53595,
399565,23216,
399566,44639,
399567,3623,Lighthouse/v1.0.5-9ed65a6
399568,6915,teku/v21.1.0
399569,13074,
399570,9659,bitcoinsuisse.com
399571,46310,Powered by ⚡️Allnodes
399572,3973,bitcoinsuisse.com
399573,50351,🐠Welcome to the New Beginning
399574,27531,poapObUYaV2QzCDxMbu+nTIOdSlQG9QB
399575,20860,🐠Welcome to the New Beginning
399576,70028,Powered by ⚡️Allnodes
399577,13100,DBDI
399578,53813,
399579,19004,
399580,6645,teku/v21.1.0
399581,46173,
399582,27541,Go Eth2
399583,63004,huobipool
399584,65683,
399585,60672,
399586,19052,poapj10AXhrAjFMXk6L24+TC6IIf3L8C
399587,28355,🐠Welcome to the New Beginning
399588,52178,
399589,10467,bitcoinsuisse.com
399590,55733,poapRNDLodPgLn3y/iRTbw/3RAr2iNwA
399591,23147,
399592,41823,huobipool
399593,48592,
399594,41445,huobipool
399595,42068,huobipool
399596,51011,🐠Welcome to the New Beginning
399597,39149,
399598,10808,bitcoinsuisse.com
399599,32756,
399600,22423,🐠Welcome to the New Beginning
399601,23873,
399602,69582,
399603,1902,
399604,6248,
399605,4779,prylabs-validator-8
399606,69526,
399607,51171,🐠Welcome to the New Beginning
399608,33567,manvsrice
399609,66352,bitcoinsuisse.com
399610,67756,
399611,69856,
399612,57406,teku/v20.12.1
399613,46587,
399614,58410,teku/v20.12.1
399615,23853,
399616,15969,
399617,66568,
399618,28027,bitcoinsuisse.com
399619,3590,bitcoinsuisse.com
399620,57846,teku/v20.12.1
399621,32229,
399622,65239,teku/v20.12.1
399623,6869,teku/v21.1.0
399624,14569,
399625,27390,<gaeshva!!!>
399626,61902,
399627,47331,
399628,13908,There is safety in numbers
399629,14376,
399630,63286,validating_from_DAppNode
399631,63719,teku/v20.12.1
399632,29335,poapqFgrWg9hW8Idd4BhhVcEK+YLMu0A
399633,32797,
399634,66883,🐠Welcome to the New Beginning
399635,10659,bitcoinsuisse.com
399636,17408,
399637,4829,poapa3n5/GNM9le2uzN0nqTFzaVS8KcA
399638,68365,
399639,37152,bitcoinsuisse.com
399640,26610,neukind.com
399641,41197,
399642,33058,
399643,3309,poapxr3QiOIKHeWUNP0ic1mAkv7jQSAA
399644,39551,
399645,13182,DBDI
399646,41813,huobipool
